Item No,Location,Brand,Type/Material,Style,Pattern,Size,Group,Color,Procurement Price,Cost Price,Base Rate (Without Tax),Discount Percentage,base_rate_discount,GST %,MRP Price (With Tax),Stock opening date,Stock closing date,Quantity available,Quantity sold
7099,Trichy,Zara,Denim,Jogger,Washed,S,Summer,Blue,2930.03,3281.6336,5250.61376,5,4988.08,14,5686.41,07-Jun-24,05-Oct-24,898,674
7100,Trichy,Zara,,Slim,Solid,XL,Autumn,Grey,700.59,784.6608,1255.45728,30,878.82,16,1019.43,22-Oct-23,19-Feb-24,478,358
7101,Trichy,Polo,Linen,Formal,Stonewashed,M,Spring,Black,2120.64,2375.1168,3800.18688,25,2850.14,16,3306.16,15-Aug-23,13-Dec-23,953,715
7102,T.Nagar,Arrow,Polyester,Casual,Stonewashed,S,Winter,Blue,1667.89,1868.0368,2988.85888,30,2092.2,16,2426.95,05-Mar-24,03-Jul-24,780,585
7103,T.Nagar,Polo,,Slim,Stonewashed,L,Autumn,Red,1932.96,2164.9152,3463.86432,30,2424.71,12,2715.68,05-Nov-23,04-Mar-24,133,100
7104,Salem,Celio,Polyester,Slim,Stripes,S,Summer,Green,3664.64,4104.3968,6567.03488,5,6238.68,18,7361.64,19-Dec-23,17-Apr-24,654,490
7105,Chrompet,Polo,Polyester,Formal,Washed,L,Winter,Black,3236.34,3624.7008,5799.52128,0,5799.52,15,6669.45,04-Dec-23,02-Apr-24,200,150
7106,Coimbatore,Tommy Hilfiger,,Bootcut,Stripes,L,Summer,Black,3675.46,4116.5152,6586.42432,20,5269.14,16,6112.2,07-Sep-23,05-Jan-24,508,381
7107,Salem,Celio,Polyester,Casual,Plain,M,Autumn,Red,742.93,832.0816,1331.33056,15,1131.63,15,1301.37,04-Jan-24,03-May-24,928,696
7108,Trichy,Polo,Polyester,Formal,Stripes,L,Autumn,Green,1716.31,1922.2672,3075.62752,20,2460.5,18,2903.39,25-Sep-23,23-Jan-24,65,49
7109,Madurai,Zara,Cotton,Bootcut,Stonewashed,L,Autumn,Green,3992.43,4471.5216,7154.43456,45,3934.94,16,4564.53,06-Oct-23,03-Feb-24,416,312
7110,Salem,Celio,Linen,Bootcut,Plain,L,Spring,Blue,2051.22,2297.3664,3675.78624,0,3675.79,12,4116.88,26-Jan-24,25-May-24,60,45
7111,Trichy,Tommy Hilfiger,Polyester,Casual,Washed,S,Winter,Black,1134.16,1270.2592,2032.41472,35,1321.07,18,1558.86,09-Apr-24,07-Aug-24,519,389
7112,Trichy,Zara,Linen,Casual,Solid,S,Spring,Blue,744.48,833.8176,1334.10816,20,1067.29,15,1227.38,08-Nov-23,07-Mar-24,442,332
7113,Trichy,Arrow,Wool,Slim,Stonewashed,S,Winter,Black,2117.48,2371.5776,3794.52416,10,3415.07,14,3893.18,17-Aug-23,15-Dec-23,603,452
7114,Salem,Celio,Linen,Bootcut,Washed,XL,Summer,Black,3171.39,3551.9568,5683.13088,50,2841.57,14,3239.39,12-Feb-24,11-Jun-24,412,309
7115,Chrompet,Zara,,Casual,Stripes,M,Winter,Green,3216.7,3602.704,5764.3264,0,5764.33,18,6801.91,22-Oct-23,19-Feb-24,429,322
7116,Madurai,Allen Solly,Linen,Casual,Plain,L,Autumn,Grey,894.93,1002.3216,1603.71456,45,882.04,18,1040.81,07-Feb-24,06-Jun-24,667,500
7117,Trichy,Polo,Denim,Formal,Stonewashed,S,Autumn,Blue,1982.77,2220.7024,3553.12384,35,2309.53,18,2725.25,08-Sep-23,06-Jan-24,568,426
7118,Madurai,Celio,Wool,Slim,Solid,L,Spring,Red,2608.42,2921.4304,4674.28864,30,3272,15,3762.8,24-Aug-23,22-Dec-23,193,145
7119,Coimbatore,Tommy Hilfiger,Denim,Casual,Stripes,XL,Summer,Blue,1783.43,1997.4416,3195.90656,35,2077.34,12,2326.62,10-Jun-24,08-Oct-24,824,618
7120,Madurai,Zara,Linen,Bootcut,Stonewashed,M,Summer,Black,1355.4,1518.048,2428.8768,0,2428.88,18,2866.08,07-Feb-24,06-Jun-24,911,683
7121,Salem,Arrow,Polyester,Casual,Plain,L,Spring,Blue,2798.2,3133.984,5014.3744,30,3510.06,18,4141.87,09-Nov-23,08-Mar-24,113,85
7122,Salem,Celio,Wool,Bootcut,Solid,S,Winter,Grey,1343.66,1504.8992,2407.83872,50,1203.92,18,1420.63,10-Dec-23,08-Apr-24,991,743
7123,Trichy,Celio,,Bootcut,Stripes,XXL,Spring,Green,3698.47,4142.2864,6627.65824,45,3645.21,16,4228.44,28-Dec-23,26-Apr-24,871,653
7124,Madurai,Zara,Cotton,Bootcut,Plain,XXL,Winter,Blue,2525.12,2828.1344,4525.01504,25,3393.76,12,3801.01,10-Sep-23,08-Jan-24,425,319
7125,T.Nagar,Arrow,Linen,Jogger,Stripes,L,Autumn,Green,1165.25,1305.08,2088.128,30,1461.69,12,1637.09,05-Apr-24,03-Aug-24,225,169
7126,Salem,Zara,Cotton,Jogger,Plain,XXL,Winter,Green,1866.35,2090.312,3344.4992,50,1672.25,12,1872.92,01-Jun-24,29-Sep-24,378,284
7127,Salem,Allen Solly,Polyester,Formal,Solid,M,Winter,Blue,2490.45,2789.304,4462.8864,45,2454.59,14,2798.23,06-Jul-24,03-Nov-24,836,627
7128,Chrompet,Arrow,Cotton,Jogger,Stripes,L,Winter,Grey,1291.56,1446.5472,2314.47552,30,1620.13,15,1863.15,22-Jul-24,19-Nov-24,461,346
7129,Trichy,Celio,Wool,Bootcut,Stripes,M,Summer,Blue,2087.32,2337.7984,3740.47744,25,2805.36,14,3198.11,08-Oct-23,05-Feb-24,940,705
7130,Coimbatore,Tommy Hilfiger,Linen,Bootcut,Stonewashed,S,Winter,Black,3376.83,3782.0496,6051.27936,25,4538.46,16,5264.61,25-Feb-24,24-Jun-24,926,694
7131,Coimbatore,Tommy Hilfiger,Polyester,Bootcut,Stonewashed,XL,Spring,Grey,1139.63,1276.3856,2042.21696,35,1327.44,16,1539.83,16-Jan-24,15-May-24,945,709
7132,Salem,Tommy Hilfiger,Wool,Slim,Stripes,XL,Autumn,Green,2985.2,3343.424,5349.4784,5,5082,16,5895.12,03-Feb-24,02-Jun-24,213,160
7133,T.Nagar,Arrow,Cotton,Casual,Washed,S,Spring,Red,677.8,759.136,1214.6176,20,971.69,14,1107.73,26-Dec-23,24-Apr-24,68,51
7134,T.Nagar,Tommy Hilfiger,Wool,Casual,Stonewashed,S,Summer,Grey,599.17,671.0704,1073.71264,0,1073.71,18,1266.98,07-Jan-24,06-May-24,967,725
7135,Chrompet,Allen Solly,Denim,Slim,Stripes,M,Autumn,Red,2518.82,2821.0784,4513.72544,40,2708.24,16,3141.56,11-Nov-23,10-Mar-24,415,311
7136,Madurai,Tommy Hilfiger,Cotton,Jogger,Stonewashed,M,Summer,Green,1931.7,2163.504,3461.6064,10,3115.45,14,3551.61,21-Jul-24,18-Nov-24,230,172
7137,Madurai,Tommy Hilfiger,Linen,Jogger,Stripes,XXL,Spring,Blue,3512.84,3934.3808,6295.00928,40,3777.01,18,4456.87,16-Aug-23,14-Dec-23,528,396
7138,Trichy,Polo,,Slim,Stonewashed,S,Autumn,Black,3879.34,4344.8608,6951.77728,20,5561.42,12,6228.79,14-Nov-23,13-Mar-24,942,706
7139,Trichy,Zara,Cotton,Slim,Stonewashed,XXL,Winter,Grey,3288.15,3682.728,5892.3648,45,3240.8,18,3824.14,24-Mar-24,22-Jul-24,181,136
7140,T.Nagar,Zara,,Slim,Stonewashed,L,Winter,Grey,2778.52,3111.9424,4979.10784,15,4232.24,18,4994.04,26-Oct-23,23-Feb-24,291,218
7141,Madurai,Allen Solly,Denim,Slim,Stonewashed,XL,Winter,Red,808.66,905.6992,1449.11872,15,1231.75,15,1416.51,03-May-24,31-Aug-24,798,598
7142,Trichy,Celio,Wool,Formal,Washed,M,Autumn,Red,1611.95,1805.384,2888.6144,35,1877.6,12,2102.91,30-Aug-23,28-Dec-23,644,483
7143,Trichy,Allen Solly,Polyester,Casual,Stripes,M,Autumn,Blue,1390.43,1557.2816,2491.65056,40,1494.99,14,1704.29,06-Dec-23,04-Apr-24,587,440
7144,Madurai,Zara,Linen,Bootcut,Stripes,XXL,Summer,Blue,3531.42,3955.1904,6328.30464,15,5379.06,12,6024.55,13-Mar-24,11-Jul-24,697,523
7145,Chrompet,Zara,Cotton,Casual,Washed,XXL,Summer,Red,3786.34,4240.7008,6785.12128,25,5088.84,18,6004.83,29-Aug-23,27-Dec-23,913,685
7146,Chrompet,Arrow,Polyester,Jogger,Stripes,M,Spring,Green,859.25,962.36,1539.776,45,846.88,18,999.32,21-Jan-24,20-May-24,520,390
7147,Chrompet,Arrow,Polyester,Casual,Solid,M,Spring,Red,537.14,601.5968,962.55488,45,529.41,12,592.94,29-May-24,26-Sep-24,723,542
7148,Chrompet,Arrow,,Bootcut,Stonewashed,L,Winter,Black,2359.59,2642.7408,4228.38528,15,3594.13,14,4097.31,17-Aug-23,15-Dec-23,688,516
7149,Trichy,Polo,Linen,Formal,Solid,XXL,Spring,Red,1843,2064.16,3302.656,40,1981.59,12,2219.38,05-Mar-24,03-Jul-24,468,351
7150,Chrompet,Arrow,,Formal,Washed,S,Spring,Green,2664.75,2984.52,4775.232,40,2865.14,15,3294.91,08-Oct-23,05-Feb-24,589,442
7151,Madurai,Arrow,Denim,Jogger,Stonewashed,S,Summer,Green,3562.48,3989.9776,6383.96416,35,4149.58,15,4772.02,03-Apr-24,01-Aug-24,895,671
7152,T.Nagar,Zara,Polyester,Casual,Plain,S,Autumn,Black,1214.55,1360.296,2176.4736,50,1088.24,18,1284.12,20-May-24,17-Sep-24,672,504
7153,T.Nagar,Tommy Hilfiger,,Casual,Stonewashed,S,Autumn,Red,3807.29,4264.1648,6822.66368,0,6822.66,15,7846.06,01-Oct-23,29-Jan-24,737,553
7154,Coimbatore,Arrow,Linen,Casual,Washed,L,Winter,Blue,2044.04,2289.3248,3662.91968,15,3113.48,15,3580.5,16-Aug-23,14-Dec-23,589,442
7155,Trichy,Arrow,Denim,Bootcut,Plain,M,Summer,Grey,2438.38,2730.9856,4369.57696,35,2840.23,16,3294.67,20-Feb-24,19-Jun-24,493,370
7156,Trichy,Polo,Linen,Casual,Stripes,M,Spring,Blue,1248.87,1398.7344,2237.97504,25,1678.48,12,1879.9,28-Apr-24,26-Aug-24,68,51
7157,Salem,Tommy Hilfiger,Polyester,Slim,Stripes,M,Spring,Black,2632.65,2948.568,4717.7088,25,3538.28,12,3962.87,23-Apr-24,21-Aug-24,703,527
7158,Chrompet,Celio,,Slim,Stonewashed,L,Winter,Red,892.96,1000.1152,1600.18432,10,1440.17,14,1641.79,10-May-24,07-Sep-24,599,449
7159,Trichy,Arrow,Denim,Jogger,Washed,XXL,Summer,Grey,3968.15,4444.328,7110.9248,50,3555.46,14,4053.22,20-Jul-24,17-Nov-24,888,666
7160,T.Nagar,Allen Solly,Polyester,Slim,Washed,L,Winter,Red,3574.34,4003.2608,6405.21728,30,4483.65,14,5111.36,23-Jun-24,21-Oct-24,485,364
7161,Trichy,Arrow,Linen,Bootcut,Washed,XL,Autumn,Green,1905.1,2133.712,3413.9392,15,2901.85,14,3308.11,08-Apr-24,06-Aug-24,889,667
7162,Chrompet,Zara,Cotton,Casual,Washed,XL,Autumn,Black,3552.84,3979.1808,6366.68928,25,4775.02,12,5348.02,11-Dec-23,09-Apr-24,868,651
7163,Madurai,Arrow,,Formal,Stripes,L,Summer,Red,2139.19,2395.8928,3833.42848,5,3641.76,12,4078.77,14-May-24,11-Sep-24,705,529
7164,T.Nagar,Allen Solly,Wool,Formal,Stonewashed,M,Winter,Blue,1750.23,1960.2576,3136.41216,25,2352.31,18,2775.73,12-Sep-23,10-Jan-24,763,572
7165,Salem,Tommy Hilfiger,Denim,Bootcut,Stonewashed,M,Spring,Blue,3758.01,4208.9712,6734.35392,35,4377.33,18,5165.25,20-Jun-24,18-Oct-24,388,291
7166,Madurai,Tommy Hilfiger,Polyester,Bootcut,Stripes,L,Spring,Green,3931.71,4403.5152,7045.62432,25,5284.22,18,6235.38,31-Jan-24,30-May-24,913,685
7167,Trichy,Zara,Cotton,Casual,Washed,XXL,Summer,Blue,1364.35,1528.072,2444.9152,25,1833.69,15,2108.74,31-Aug-23,29-Dec-23,693,520
7168,Chrompet,Arrow,Denim,Formal,Washed,XXL,Spring,Black,3790.67,4245.5504,6792.88064,25,5094.66,16,5909.81,24-Aug-23,22-Dec-23,410,308
7169,Madurai,Arrow,Wool,Bootcut,Stripes,XXL,Summer,Grey,995.05,1114.456,1783.1296,5,1693.97,14,1931.13,18-Dec-23,16-Apr-24,359,269
7170,Chrompet,Celio,Cotton,Slim,Plain,XL,Summer,Black,3186.07,3568.3984,5709.43744,40,3425.66,12,3836.74,18-Jun-24,16-Oct-24,349,262
7171,Madurai,Polo,Linen,Bootcut,Plain,M,Summer,Red,1845.34,2066.7808,3306.84928,50,1653.42,14,1884.9,04-Dec-23,02-Apr-24,405,304
7172,Chrompet,Tommy Hilfiger,Polyester,Casual,Plain,S,Winter,Green,1542.8,1727.936,2764.6976,0,2764.7,12,3096.46,31-May-24,28-Sep-24,448,336
7173,Trichy,Tommy Hilfiger,Cotton,Casual,Washed,S,Autumn,Black,3579.48,4009.0176,6414.42816,50,3207.21,15,3688.29,14-Jul-24,11-Nov-24,302,226
7174,Salem,Zara,Cotton,Bootcut,Solid,M,Winter,Grey,3563.92,3991.5904,6386.54464,10,5747.89,14,6552.59,14-Jun-24,12-Oct-24,756,567
7175,Madurai,Polo,,Slim,Stripes,S,Spring,Black,636.94,713.3728,1141.39648,40,684.84,12,767.02,07-Aug-23,05-Dec-23,689,517
7176,Salem,Zara,Polyester,Formal,Washed,XXL,Winter,Green,3014.79,3376.5648,5402.50368,10,4862.25,18,5737.45,28-Jan-24,27-May-24,413,310
7177,Coimbatore,Allen Solly,Polyester,Bootcut,Stripes,XXL,Summer,Red,2247.9,2517.648,4028.2368,10,3625.41,12,4060.46,09-Dec-23,07-Apr-24,457,343
7178,Coimbatore,Celio,Wool,Jogger,Solid,XXL,Autumn,Red,1544.66,1730.0192,2768.03072,45,1522.42,16,1766.01,17-Aug-23,15-Dec-23,779,584
7179,Salem,Arrow,Linen,Slim,Stonewashed,XXL,Spring,Blue,3220.81,3607.3072,5771.69152,15,4905.94,16,5690.89,10-Feb-24,09-Jun-24,541,406
7180,T.Nagar,Tommy Hilfiger,,Slim,Plain,M,Spring,Blue,1546.12,1731.6544,2770.64704,15,2355.05,15,2708.31,26-May-24,23-Sep-24,877,658
7181,Trichy,Arrow,Polyester,Formal,Stripes,S,Autumn,Black,2756.57,3087.3584,4939.77344,20,3951.82,15,4544.59,15-Nov-23,14-Mar-24,703,527
7182,Coimbatore,Tommy Hilfiger,Denim,Jogger,Solid,XXL,Summer,Red,3560.93,3988.2416,6381.18656,50,3190.59,16,3701.08,16-Mar-24,14-Jul-24,76,57
7183,Trichy,Tommy Hilfiger,,Casual,Washed,S,Winter,Red,3121.97,3496.6064,5594.57024,45,3077.01,15,3538.56,27-Dec-23,25-Apr-24,639,479
7184,T.Nagar,Celio,,Slim,Solid,L,Winter,Green,742.13,831.1856,1329.89696,35,864.43,18,1020.03,11-Aug-23,09-Dec-23,417,313
7185,Madurai,Zara,Polyester,Casual,Stripes,S,Autumn,Blue,1185.67,1327.9504,2124.72064,15,1806.01,12,2022.73,17-Aug-23,15-Dec-23,855,641
7186,Salem,Celio,Polyester,Bootcut,Stonewashed,XL,Winter,Blue,2947.13,3300.7856,5281.25696,40,3168.75,18,3739.12,19-Feb-24,18-Jun-24,954,716
7187,Salem,Allen Solly,Denim,Casual,Washed,XL,Spring,Black,600.94,673.0528,1076.88448,15,915.35,14,1043.5,10-Jan-24,09-May-24,70,52
7188,T.Nagar,Polo,,Casual,Stonewashed,M,Winter,Red,1045.98,1171.4976,1874.39616,15,1593.24,12,1784.43,20-Jun-24,18-Oct-24,795,596
7189,Chrompet,Arrow,Denim,Slim,Washed,XL,Autumn,Blue,3376.27,3781.4224,6050.27584,30,4235.19,12,4743.41,12-May-24,09-Sep-24,125,94
7190,Chrompet,Allen Solly,Linen,Slim,Washed,S,Spring,Green,1221.04,1367.5648,2188.10368,45,1203.46,12,1347.88,22-Oct-23,19-Feb-24,61,46
7191,Chrompet,Arrow,Denim,Formal,Stripes,XL,Autumn,Black,3233.81,3621.8672,5794.98752,5,5505.24,15,6331.03,28-Dec-23,26-Apr-24,440,330
7192,Salem,Arrow,Polyester,Formal,Stripes,S,Summer,Green,2800.66,3136.7392,5018.78272,10,4516.9,18,5329.94,15-Oct-23,12-Feb-24,426,320
7193,Madurai,Arrow,Wool,Jogger,Solid,S,Autumn,Grey,2389.16,2675.8592,4281.37472,35,2782.89,12,3116.84,21-Jul-24,18-Nov-24,894,670
7194,Trichy,Celio,Denim,Casual,Plain,L,Spring,Green,3073.65,3442.488,5507.9808,5,5232.58,12,5860.49,25-May-24,22-Sep-24,902,676
7195,Salem,Polo,Wool,Bootcut,Stripes,L,Winter,Red,1147.8,1285.536,2056.8576,15,1748.33,15,2010.58,20-Feb-24,19-Jun-24,137,103
7196,Coimbatore,Tommy Hilfiger,,Bootcut,Stonewashed,M,Winter,Green,1400.11,1568.1232,2508.99712,5,2383.55,12,2669.58,07-Feb-24,06-Jun-24,102,76
7197,T.Nagar,Polo,Polyester,Slim,Solid,M,Winter,Blue,3057.91,3424.8592,5479.77472,5,5205.79,18,6142.83,27-Feb-24,26-Jun-24,369,277
7198,Chrompet,Tommy Hilfiger,Linen,Casual,Plain,XL,Autumn,Blue,2443.28,2736.4736,4378.35776,10,3940.52,15,4531.6,07-Jul-24,04-Nov-24,872,654
7199,Coimbatore,Allen Solly,Linen,Jogger,Stonewashed,XXL,Spring,Red,3438.77,3851.4224,6162.27584,45,3389.25,18,3999.32,30-Oct-23,27-Feb-24,500,375
7200,T.Nagar,Zara,Cotton,Casual,Plain,M,Winter,Red,3534.58,3958.7296,6333.96736,5,6017.27,16,6980.03,26-Jun-24,24-Oct-24,90,68
7201,Chrompet,Tommy Hilfiger,Wool,Slim,Stripes,L,Winter,Grey,2975.04,3332.0448,5331.27168,30,3731.89,15,4291.67,22-Sep-23,20-Jan-24,955,716
7202,Trichy,Tommy Hilfiger,,Jogger,Washed,M,Winter,Blue,1117.14,1251.1968,2001.91488,20,1601.53,15,1841.76,22-Jun-24,20-Oct-24,644,483
7203,Salem,Polo,Cotton,Formal,Solid,M,Autumn,Green,1416.14,1586.0768,2537.72288,15,2157.06,12,2415.91,24-Aug-23,22-Dec-23,443,332
7204,Chrompet,Polo,Wool,Formal,Washed,XXL,Summer,Green,2080.87,2330.5744,3728.91904,5,3542.47,16,4109.27,08-Aug-23,06-Dec-23,994,746
7205,Trichy,Tommy Hilfiger,Linen,Formal,Solid,M,Summer,Green,658.2,737.184,1179.4944,45,648.72,18,765.49,23-Jan-24,22-May-24,384,288
7206,T.Nagar,Zara,,Slim,Stripes,M,Spring,Grey,3580.09,4009.7008,6415.52128,35,4170.09,18,4920.71,29-Jun-24,27-Oct-24,266,200
7207,Madurai,Polo,Linen,Casual,Stripes,M,Autumn,Grey,3685.89,4128.1968,6605.11488,10,5944.6,18,7014.63,20-Mar-24,18-Jul-24,297,223
7208,Chrompet,Allen Solly,Cotton,Jogger,Stonewashed,S,Spring,Red,1035.55,1159.816,1855.7056,35,1206.21,15,1387.14,26-Dec-23,24-Apr-24,525,394
7209,Salem,Celio,Cotton,Slim,Solid,L,Winter,Red,2876.5,3221.68,5154.688,25,3866.02,12,4329.94,31-Dec-23,29-Apr-24,431,323
7210,Salem,Arrow,Linen,Casual,Stonewashed,S,Summer,Blue,2036.14,2280.4768,3648.76288,50,1824.38,15,2098.04,25-Apr-24,23-Aug-24,59,44
7211,Chrompet,Polo,Polyester,Slim,Washed,XXL,Summer,Grey,2059.21,2306.3152,3690.10432,15,3136.59,14,3575.71,22-Jun-24,20-Oct-24,487,365
7212,Salem,Allen Solly,Denim,Formal,Plain,L,Autumn,Grey,669.2,749.504,1199.2064,20,959.37,16,1112.87,31-Dec-23,29-Apr-24,916,687
7213,Chrompet,Tommy Hilfiger,Polyester,Slim,Stripes,S,Summer,Grey,2836.81,3177.2272,5083.56352,25,3812.67,12,4270.19,31-Dec-23,29-Apr-24,637,478
7214,Salem,Arrow,Linen,Casual,Stonewashed,S,Spring,Grey,1087.82,1218.3584,1949.37344,50,974.69,14,1111.15,26-Aug-23,24-Dec-23,515,386
7215,Coimbatore,Celio,Wool,Slim,Plain,M,Winter,Green,3870.81,4335.3072,6936.49152,25,5202.37,16,6034.75,09-Jun-24,07-Oct-24,524,393
7216,T.Nagar,Zara,Polyester,Jogger,Washed,M,Summer,Grey,1918.63,2148.8656,3438.18496,10,3094.37,15,3558.53,20-May-24,17-Sep-24,169,127
7217,Chrompet,Arrow,Cotton,Casual,Stripes,L,Spring,Black,999.37,1119.2944,1790.87104,0,1790.87,12,2005.77,31-Oct-23,28-Feb-24,462,346
7218,Madurai,Polo,Linen,Bootcut,Solid,S,Winter,Grey,638.09,714.6608,1143.45728,25,857.59,18,1011.96,01-Aug-23,29-Nov-23,904,678
7219,Coimbatore,Zara,Polyester,Jogger,Stonewashed,XL,Autumn,Black,3995.17,4474.5904,7159.34464,25,5369.51,14,6121.24,07-Jun-24,05-Oct-24,942,706
7220,Coimbatore,Polo,Polyester,Formal,Plain,M,Winter,Black,1027.28,1150.5536,1840.88576,30,1288.62,16,1494.8,13-Apr-24,11-Aug-24,907,680
7221,T.Nagar,Allen Solly,,Slim,Stripes,L,Spring,Blue,2383.77,2669.8224,4271.71584,30,2990.2,18,3528.44,01-Jul-24,29-Oct-24,628,471
7222,Salem,Polo,Denim,Slim,Stonewashed,M,Winter,Blue,1657.44,1856.3328,2970.13248,30,2079.09,12,2328.58,20-Dec-23,18-Apr-24,962,722
7223,Salem,Tommy Hilfiger,Wool,Bootcut,Solid,XXL,Winter,Red,1468.67,1644.9104,2631.85664,5,2500.26,14,2850.3,06-May-24,03-Sep-24,570,428
7224,Madurai,Tommy Hilfiger,,Formal,Solid,XL,Summer,Black,3844.39,4305.7168,6889.14688,40,4133.49,15,4753.51,11-Jul-24,08-Nov-24,864,648
7225,Chrompet,Allen Solly,Wool,Jogger,Washed,M,Summer,Red,3549.21,3975.1152,6360.18432,40,3816.11,15,4388.53,02-Mar-24,30-Jun-24,472,354
7226,Chrompet,Celio,Wool,Slim,Washed,L,Spring,Grey,2544.4,2849.728,4559.5648,45,2507.76,16,2909,16-May-24,13-Sep-24,556,417
7227,Salem,Celio,Linen,Jogger,Plain,XL,Spring,Blue,1449.49,1623.4288,2597.48608,10,2337.74,15,2688.4,10-Dec-23,08-Apr-24,977,733
7228,Salem,Tommy Hilfiger,Denim,Bootcut,Stonewashed,XXL,Winter,Black,3630.46,4066.1152,6505.78432,10,5855.21,15,6733.49,08-Jun-24,06-Oct-24,126,94
7229,Coimbatore,Zara,Linen,Casual,Stripes,XXL,Summer,Grey,881.23,986.9776,1579.16416,5,1500.21,14,1710.24,17-Mar-24,15-Jul-24,611,458
7230,Salem,Polo,Denim,Bootcut,Stripes,XL,Spring,Green,1049.55,1175.496,1880.7936,10,1692.71,15,1946.62,05-Oct-23,02-Feb-24,509,382
7231,Trichy,Arrow,Cotton,Jogger,Stonewashed,L,Winter,Red,2360.12,2643.3344,4229.33504,15,3594.93,16,4170.12,19-Nov-23,18-Mar-24,245,184
7232,Trichy,Arrow,,Jogger,Plain,S,Spring,Blue,750.2,840.224,1344.3584,35,873.83,16,1013.64,08-Jan-24,07-May-24,749,562
7233,Salem,Polo,Wool,Casual,Solid,M,Summer,Green,3254.3,3644.816,5831.7056,40,3499.02,14,3988.88,28-Mar-24,26-Jul-24,672,504
7234,Trichy,Allen Solly,,Slim,Stonewashed,S,Spring,Green,3348.64,3750.4768,6000.76288,50,3000.38,18,3540.45,08-Sep-23,06-Jan-24,757,568
7235,Salem,Celio,Polyester,Bootcut,Stripes,M,Summer,Green,2630.86,2946.5632,4714.50112,40,2828.7,16,3281.29,11-Feb-24,10-Jun-24,352,264
7236,Coimbatore,Tommy Hilfiger,Polyester,Formal,Washed,XL,Spring,Blue,3334.31,3734.4272,5975.08352,40,3585.05,18,4230.36,01-Jun-24,29-Sep-24,829,622
7237,T.Nagar,Tommy Hilfiger,Polyester,Jogger,Solid,M,Autumn,Grey,1087.34,1217.8208,1948.51328,20,1558.81,12,1745.87,21-Apr-24,19-Aug-24,939,704
7238,T.Nagar,Zara,Linen,Slim,Stonewashed,XXL,Spring,Black,952.14,1066.3968,1706.23488,35,1109.05,16,1286.5,23-Jun-24,21-Oct-24,714,536
7239,Trichy,Zara,Wool,Formal,Stonewashed,S,Spring,Grey,576.07,645.1984,1032.31744,45,567.77,14,647.26,09-Mar-24,07-Jul-24,571,428
7240,Salem,Zara,Wool,Casual,Plain,S,Summer,Red,1660.24,1859.4688,2975.15008,15,2528.88,18,2984.08,23-Nov-23,22-Mar-24,657,493
7241,Coimbatore,Polo,Linen,Jogger,Stripes,L,Autumn,Blue,1038.98,1163.6576,1861.85216,0,1861.85,15,2141.13,30-Nov-23,29-Mar-24,649,487
7242,Coimbatore,Arrow,,Casual,Plain,XL,Spring,Green,1197.72,1341.4464,2146.31424,30,1502.42,15,1727.78,16-Oct-23,13-Feb-24,775,581
7243,T.Nagar,Celio,,Formal,Stonewashed,XXL,Autumn,Green,3663.03,4102.5936,6564.14976,35,4266.7,12,4778.7,29-Oct-23,26-Feb-24,430,322
7244,Madurai,Celio,Polyester,Casual,Stripes,M,Summer,Blue,2069.07,2317.3584,3707.77344,50,1853.89,12,2076.36,24-Nov-23,23-Mar-24,407,305
7245,T.Nagar,Polo,Denim,Bootcut,Stonewashed,XXL,Winter,Blue,3236.71,3625.1152,5800.18432,30,4060.13,18,4790.95,28-Apr-24,26-Aug-24,404,303
7246,Chrompet,Allen Solly,Denim,Jogger,Washed,M,Summer,Black,1097.82,1229.5584,1967.29344,20,1573.83,15,1809.9,23-Apr-24,21-Aug-24,158,118
7247,Trichy,Allen Solly,Cotton,Formal,Stripes,XXL,Summer,Red,3880.25,4345.88,6953.408,40,4172.04,12,4672.68,05-Jan-24,04-May-24,696,522
7248,Chrompet,Zara,Cotton,Bootcut,Stonewashed,XL,Autumn,Black,1104.49,1237.0288,1979.24608,30,1385.47,12,1551.73,30-Jul-24,27-Nov-24,526,394
7249,Trichy,Allen Solly,Cotton,Bootcut,Plain,M,Winter,Grey,2723.19,3049.9728,4879.95648,0,4879.96,14,5563.15,04-Jul-24,01-Nov-24,878,658
7250,Salem,Zara,Wool,Jogger,Stripes,L,Autumn,Blue,1909.76,2138.9312,3422.28992,20,2737.83,18,3230.64,31-Jan-24,30-May-24,563,422
7251,Salem,Celio,,Formal,Stonewashed,S,Summer,Black,2572.25,2880.92,4609.472,45,2535.21,12,2839.44,19-Dec-23,17-Apr-24,422,316
7252,T.Nagar,Arrow,Linen,Casual,Stonewashed,M,Autumn,Blue,3090.35,3461.192,5537.9072,10,4984.12,15,5731.74,22-Jul-24,19-Nov-24,649,487
7253,Chrompet,Allen Solly,,Slim,Stonewashed,XXL,Spring,Green,2061.23,2308.5776,3693.72416,5,3509.04,12,3930.12,23-Oct-23,20-Feb-24,158,118
7254,Coimbatore,Allen Solly,Wool,Jogger,Stonewashed,L,Spring,Green,2074.47,2323.4064,3717.45024,25,2788.09,18,3289.95,24-Feb-24,23-Jun-24,261,196
7255,Madurai,Celio,Denim,Jogger,Stonewashed,S,Spring,Blue,1202.33,1346.6096,2154.57536,10,1939.12,16,2249.38,13-Jun-24,11-Oct-24,901,676
